dataset_id,data_dir,kerchunk_file,variable,kerchunk_exists,status,skip_reason,error,file,netcdf_file_count,size_gb_physical,open_kerchunk,open_netcdf,load_kerchunk,load_netcdf,temporal_build_kerchunk,temporal_build_netcdf,temporal_compute_kerchunk,temporal_compute_netcdf,temporal_graph_tasks_kerchunk,temporal_graph_tasks_netcdf,spatial_build_kerchunk,spatial_build_netcdf,spatial_compute_kerchunk,spatial_compute_netcdf,open_ratio,load_ratio,temporal_compute_ratio,spatial_compute_ratio
CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P.control-1950.r3i1p2f1.Amon.pr.gr.v20190215,/global/cfs/projectdirs/m4931/gsharing/css03_data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P/control-1950/r3i1p2f1/Amon/pr/gr/v20190215,/global/cfs/projectdirs/m4931/kerchunk/pr/control-1950/mon/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P.control-1950.r3i1p2f1.Amon.pr.gr.v20190215.kerchunk.json,pr,True,ok,,,/global/cfs/projectdirs/m4931/kerchunk/pr/control-1950/mon/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P.control-1950.r3i1p2f1.Amon.pr.gr.v20190215.kerchunk.json,1344,0.5584470191970468,0.3234261534817051,269.2308854869916,17.160593960026745,12.081673823005984,0.3917926815338433,0.9985039159946608,21.687091093015624,68.96293542598141,,,0.2489824499934911,97.56869876547717,20.298346189025324,112.24872830501408,0.0012012966227729,1.420382159908129,0.3144745936212734,0.1808336405724661
CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3-Veg.piControl.r1i1p1f1.Amon.tas.gr.v20210419,/global/cfs/projectdirs/m4931/gsharing/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/piControl/r1i1p1f1/Amon/tas/gr/v20210419,/global/cfs/projectdirs/m4931/kerchunk/tas/piControl/mon/CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3-Veg.piControl.r1i1p1f1.Amon.tas.gr.v20210419.kerchunk.json,tas,True,ok,,,/global/cfs/projectdirs/m4931/kerchunk/tas/piControl/mon/CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3-Veg.piControl.r1i1p1f1.Amon.tas.gr.v20210419.kerchunk.json,2000,8.819599215872586,0.5092909194995627,606.6603646330009,5.176878547500564,2.0325897920010902,0.3517510219999167,1.4471200164998663,6.311781057000189,96.72965853749974,,,0.24224781150041963,173.36946116249965,8.42375526449996,100.31539635650006,0.0008394992473385965,2.546937197005163,0.06525176613285846,0.0839727057904819
