pkg,gb,api,runtime_parallel
xcdat,7,spatial_avg,16.829675971064717
xcdat,12,spatial_avg,17.55856647528708
xcdat,22,spatial_avg,53.8069431069307
xcdat,50,spatial_avg,101.9385607978329
xcdat,74,spatial_avg,217.37717509176582
xcdat,105,spatial_avg,1113.8059843922965
