file,variable,netcdf_file_count,size_gb_physical,kerchunk_time_len,kerchunk_time_chunk_min,kerchunk_time_chunk_count,kerchunk_dask_task_count,kerchunk_post_slice_time_chunk_count,kerchunk_post_slice_dask_task_count,kerchunk_size_gb_slice,netcdf_time_len,netcdf_time_chunk_min,netcdf_time_chunk_count,netcdf_dask_task_count,netcdf_post_slice_time_chunk_count,netcdf_post_slice_dask_task_count,netcdf_size_gb_slice,open_kerchunk,open_netcdf,load_kerchunk,load_netcdf,temporal_build_kerchunk,temporal_build_netcdf,temporal_compute_kerchunk,temporal_compute_netcdf,temporal_graph_tasks_kerchunk,temporal_graph_tasks_netcdf,spatial_build_kerchunk,spatial_build_netcdf,spatial_compute_kerchunk,spatial_compute_netcdf,kerchunk_file,data_dir
/global/cfs/projectdirs/m4931/sasha-tmp/kerchunk/tas/piControl/mon/CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3-Veg.piControl.r1i1p1f1.Amon.tas.gr.v20210419.kerchunk.json,tas,2000,8.819599215872586,24000,1,24000,24001,240,24241,0.1171875,24000,1,24000,50000,240,50240,0.1171875,0.487163043464534,621.3651991210354,4.591762455995195,2.098122894996777,0.35303024598397315,1.49355553049827,5.590020738018211,112.48164297398762,,,0.238356533984188,177.0956145064847,7.475302833510796,109.2701999944984,/global/cfs/projectdirs/m4931/sasha-tmp/kerchunk/tas/piControl/mon/CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3-Veg.piControl.r1i1p1f1.Amon.tas.gr.v20210419.kerchunk.json,/global/cfs/projectdirs/m4931/gsharing/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/piControl/r1i1p1f1/Amon/tas/gr/v20210419
