comparison,coordinate,count
exact_kerchunk_only,1975-04-17 00:00:00,1
exact_kerchunk_only,1975-05-17 12:00:00,1
exact_kerchunk_only,1975-06-17 00:00:00,1
exact_kerchunk_only,1975-07-17 12:00:00,1
exact_kerchunk_only,1975-08-17 12:00:00,1
exact_kerchunk_only,1975-09-17 00:00:00,1
exact_kerchunk_only,1975-10-17 12:00:00,1
exact_kerchunk_only,1975-11-17 00:00:00,1
exact_kerchunk_only,1975-12-17 12:00:00,1
exact_kerchunk_only,1976-01-17 12:00:00,1
exact_kerchunk_only,1976-02-16 00:00:00,1
exact_kerchunk_only,1978-02-15 12:00:00,1
exact_kerchunk_only,1978-03-17 12:00:00,1
exact_kerchunk_only,1978-04-17 00:00:00,1
exact_kerchunk_only,1978-05-17 12:00:00,1
exact_kerchunk_only,1978-06-17 00:00:00,1
exact_kerchunk_only,1978-07-17 12:00:00,1
exact_kerchunk_only,1978-08-17 12:00:00,1
exact_kerchunk_only,1978-09-17 00:00:00,1
exact_kerchunk_only,1978-10-17 12:00:00,1
exact_kerchunk_only,1978-11-17 00:00:00,1
exact_kerchunk_only,1978-12-17 12:00:00,1
exact_kerchunk_only,1979-01-17 12:00:00,1
exact_kerchunk_only,1979-02-16 00:00:00,1
exact_kerchunk_only,1979-03-17 12:00:00,1
exact_kerchunk_only,1979-04-17 00:00:00,1
exact_kerchunk_only,1979-05-17 12:00:00,1
exact_kerchunk_only,1979-06-17 00:00:00,1
exact_kerchunk_only,1979-07-17 12:00:00,1
exact_kerchunk_only,1979-08-17 12:00:00,1
exact_kerchunk_only,1979-09-17 00:00:00,1
exact_kerchunk_only,1979-10-17 12:00:00,1
exact_kerchunk_only,1979-11-17 00:00:00,1
exact_kerchunk_only,1979-12-17 12:00:00,1
exact_kerchunk_only,1980-01-17 12:00:00,1
exact_kerchunk_only,1980-02-16 00:00:00,1
exact_kerchunk_only,1982-02-15 12:00:00,1
exact_kerchunk_only,1982-03-17 12:00:00,1
exact_kerchunk_only,1982-04-17 00:00:00,1
exact_kerchunk_only,1982-05-17 12:00:00,1
exact_kerchunk_only,1982-06-17 00:00:00,1
exact_kerchunk_only,1982-07-17 12:00:00,1
exact_kerchunk_only,1982-08-17 12:00:00,1
exact_kerchunk_only,1982-09-17 00:00:00,1
exact_kerchunk_only,1982-10-17 12:00:00,1
exact_kerchunk_only,1982-11-17 00:00:00,1
exact_kerchunk_only,1982-12-17 12:00:00,1
exact_kerchunk_only,1983-01-17 12:00:00,1
exact_kerchunk_only,1983-02-16 00:00:00,1
exact_kerchunk_only,1983-03-17 12:00:00,1
exact_kerchunk_only,1983-04-17 00:00:00,1
exact_kerchunk_only,1983-05-17 12:00:00,1
exact_kerchunk_only,1983-06-17 00:00:00,1
exact_kerchunk_only,1983-07-17 12:00:00,1
exact_kerchunk_only,1983-08-17 12:00:00,1
exact_kerchunk_only,1983-09-17 00:00:00,1
exact_kerchunk_only,1983-10-17 12:00:00,1
exact_kerchunk_only,1983-11-17 00:00:00,1
exact_kerchunk_only,1983-12-17 12:00:00,1
exact_kerchunk_only,1984-01-17 12:00:00,1
exact_kerchunk_only,1984-02-16 00:00:00,1
month_netcdf_only,1985-01,1
month_netcdf_only,1985-02,1
month_netcdf_only,1985-03,1
month_netcdf_only,1985-04,1
month_netcdf_only,1985-05,1
month_netcdf_only,1985-06,1
month_netcdf_only,1985-07,1
month_netcdf_only,1985-08,1
month_netcdf_only,1985-09,1
month_netcdf_only,1985-10,1
month_netcdf_only,1985-11,1
month_netcdf_only,1985-12,1
month_netcdf_only,1986-01,1
month_netcdf_only,1986-02,1
month_netcdf_only,1986-03,1
month_netcdf_only,1986-04,1
month_netcdf_only,1986-05,1
month_netcdf_only,1986-06,1
month_netcdf_only,1986-07,1
month_netcdf_only,1986-08,1
month_netcdf_only,1986-09,1
month_netcdf_only,1986-10,1
month_netcdf_only,1986-11,1
month_netcdf_only,1986-12,1
month_netcdf_only,1987-01,1
month_netcdf_only,1987-02,1
month_netcdf_only,1987-03,1
month_netcdf_only,1987-04,1
month_netcdf_only,1987-05,1
month_netcdf_only,1987-06,1
month_netcdf_only,1987-07,1
month_netcdf_only,1987-08,1
month_netcdf_only,1987-09,1
month_netcdf_only,1987-10,1
month_netcdf_only,1987-11,1
month_netcdf_only,1987-12,1
month_netcdf_only,1988-01,1
month_netcdf_only,1988-02,1
month_netcdf_only,1988-03,1
month_netcdf_only,1988-04,1
month_netcdf_only,1988-05,1
month_netcdf_only,1988-06,1
month_netcdf_only,1988-07,1
month_netcdf_only,1988-08,1
month_netcdf_only,1988-09,1
month_netcdf_only,1988-10,1
month_netcdf_only,1988-11,1
month_netcdf_only,1988-12,1
month_netcdf_only,1989-01,1
month_netcdf_only,1989-02,1
month_netcdf_only,1989-03,1
month_netcdf_only,1989-04,1
month_netcdf_only,1989-05,1
month_netcdf_only,1989-06,1
month_netcdf_only,1989-07,1
month_netcdf_only,1989-08,1
month_netcdf_only,1989-09,1
month_netcdf_only,1989-10,1
month_netcdf_only,1989-11,1
month_netcdf_only,1989-12,1
month_netcdf_only,1990-01,1
month_netcdf_only,1990-02,1
month_netcdf_only,1990-03,1
month_netcdf_only,1990-04,1
month_netcdf_only,1990-05,1
month_netcdf_only,1990-06,1
month_netcdf_only,1990-07,1
month_netcdf_only,1990-08,1
month_netcdf_only,1990-09,1
month_netcdf_only,1990-10,1
month_netcdf_only,1990-11,1
month_netcdf_only,1990-12,1
month_netcdf_only,1991-01,1
month_netcdf_only,1991-02,1
month_netcdf_only,1991-03,1
month_netcdf_only,1991-04,1
month_netcdf_only,1991-05,1
month_netcdf_only,1991-06,1
month_netcdf_only,1991-07,1
month_netcdf_only,1991-08,1
month_netcdf_only,1991-09,1
month_netcdf_only,1991-10,1
month_netcdf_only,1991-11,1
month_netcdf_only,1991-12,1
month_netcdf_only,1992-01,1
month_netcdf_only,1992-02,1
month_netcdf_only,1992-03,1
month_netcdf_only,1992-04,1
month_netcdf_only,1992-05,1
month_netcdf_only,1992-06,1
month_netcdf_only,1992-07,1
month_netcdf_only,1992-08,1
month_netcdf_only,1992-09,1
month_netcdf_only,1992-10,1
month_netcdf_only,1992-11,1
month_netcdf_only,1992-12,1
month_netcdf_only,1993-01,1
month_netcdf_only,1993-02,1
month_netcdf_only,1993-03,1
month_netcdf_only,1993-04,1
month_netcdf_only,1993-05,1
month_netcdf_only,1993-06,1
month_netcdf_only,1993-07,1
month_netcdf_only,1993-08,1
month_netcdf_only,1993-09,1
month_netcdf_only,1993-10,1
month_netcdf_only,1993-11,1
month_netcdf_only,1993-12,1
month_netcdf_only,1994-01,1
month_netcdf_only,1994-02,1
month_netcdf_only,1994-03,1
month_netcdf_only,1994-04,1
month_netcdf_only,1994-05,1
month_netcdf_only,1994-06,1
month_netcdf_only,1994-07,1
month_netcdf_only,1994-08,1
month_netcdf_only,1994-09,1
month_netcdf_only,1994-10,1
month_netcdf_only,1994-11,1
month_netcdf_only,1994-12,1
month_netcdf_only,1995-01,1
month_netcdf_only,1995-02,1
month_netcdf_only,1995-03,1
month_netcdf_only,1995-04,1
month_netcdf_only,1995-05,1
month_netcdf_only,1995-06,1
month_netcdf_only,1995-07,1
month_netcdf_only,1995-08,1
month_netcdf_only,1995-09,1
month_netcdf_only,1995-10,1
month_netcdf_only,1995-11,1
month_netcdf_only,1995-12,1
month_netcdf_only,1996-01,1
month_netcdf_only,1996-02,1
month_netcdf_only,1996-03,1
month_netcdf_only,1996-04,1
month_netcdf_only,1996-05,1
month_netcdf_only,1996-06,1
month_netcdf_only,1996-07,1
month_netcdf_only,1996-08,1
month_netcdf_only,1996-09,1
month_netcdf_only,1996-10,1
month_netcdf_only,1996-11,1
month_netcdf_only,1996-12,1
month_netcdf_only,1997-01,1
month_netcdf_only,1997-02,1
month_netcdf_only,1997-03,1
month_netcdf_only,1997-04,1
month_netcdf_only,1997-05,1
month_netcdf_only,1997-06,1
month_netcdf_only,1997-07,1
month_netcdf_only,1997-08,1
month_netcdf_only,1997-09,1
month_netcdf_only,1997-10,1
month_netcdf_only,1997-11,1
month_netcdf_only,1997-12,1
month_netcdf_only,1998-01,1
month_netcdf_only,1998-02,1
month_netcdf_only,1998-03,1
month_netcdf_only,1998-04,1
month_netcdf_only,1998-05,1
month_netcdf_only,1998-06,1
month_netcdf_only,1998-07,1
month_netcdf_only,1998-08,1
month_netcdf_only,1998-09,1
month_netcdf_only,1998-10,1
month_netcdf_only,1998-11,1
month_netcdf_only,1998-12,1
month_netcdf_only,1999-01,1
month_netcdf_only,1999-02,1
month_netcdf_only,1999-03,1
month_netcdf_only,1999-04,1
month_netcdf_only,1999-05,1
month_netcdf_only,1999-06,1
month_netcdf_only,1999-07,1
month_netcdf_only,1999-08,1
month_netcdf_only,1999-09,1
month_netcdf_only,1999-10,1
month_netcdf_only,1999-11,1
month_netcdf_only,1999-12,1
month_netcdf_only,2000-01,1
month_netcdf_only,2000-02,1
month_netcdf_only,2000-03,1
month_netcdf_only,2000-04,1
month_netcdf_only,2000-05,1
month_netcdf_only,2000-06,1
month_netcdf_only,2000-07,1
month_netcdf_only,2000-08,1
month_netcdf_only,2000-09,1
month_netcdf_only,2000-10,1
month_netcdf_only,2000-11,1
month_netcdf_only,2000-12,1
month_netcdf_only,2001-01,1
month_netcdf_only,2001-02,1
month_netcdf_only,2001-03,1
month_netcdf_only,2001-04,1
month_netcdf_only,2001-05,1
month_netcdf_only,2001-06,1
month_netcdf_only,2001-07,1
month_netcdf_only,2001-08,1
month_netcdf_only,2001-09,1
month_netcdf_only,2001-10,1
month_netcdf_only,2001-11,1
month_netcdf_only,2001-12,1
month_netcdf_only,2002-01,1
month_netcdf_only,2002-02,1
month_netcdf_only,2002-03,1
month_netcdf_only,2002-04,1
month_netcdf_only,2002-05,1
month_netcdf_only,2002-06,1
month_netcdf_only,2002-07,1
month_netcdf_only,2002-08,1
month_netcdf_only,2002-09,1
month_netcdf_only,2002-10,1
month_netcdf_only,2002-11,1
month_netcdf_only,2002-12,1
month_netcdf_only,2003-01,1
month_netcdf_only,2003-02,1
month_netcdf_only,2003-03,1
month_netcdf_only,2003-04,1
month_netcdf_only,2003-05,1
month_netcdf_only,2003-06,1
month_netcdf_only,2003-07,1
month_netcdf_only,2003-08,1
month_netcdf_only,2003-09,1
month_netcdf_only,2003-10,1
month_netcdf_only,2003-11,1
month_netcdf_only,2003-12,1
month_netcdf_only,2004-01,1
month_netcdf_only,2004-02,1
month_netcdf_only,2004-03,1
month_netcdf_only,2004-04,1
month_netcdf_only,2004-05,1
month_netcdf_only,2004-06,1
month_netcdf_only,2004-07,1
month_netcdf_only,2004-08,1
month_netcdf_only,2004-09,1
month_netcdf_only,2004-10,1
month_netcdf_only,2004-11,1
month_netcdf_only,2004-12,1
month_netcdf_only,2005-01,1
month_netcdf_only,2005-02,1
month_netcdf_only,2005-03,1
month_netcdf_only,2005-04,1
month_netcdf_only,2005-05,1
month_netcdf_only,2005-06,1
month_netcdf_only,2005-07,1
month_netcdf_only,2005-08,1
month_netcdf_only,2005-09,1
month_netcdf_only,2005-10,1
month_netcdf_only,2005-11,1
month_netcdf_only,2005-12,1
month_netcdf_only,2006-01,1
month_netcdf_only,2006-02,1
month_netcdf_only,2006-03,1
month_netcdf_only,2006-04,1
month_netcdf_only,2006-05,1
month_netcdf_only,2006-06,1
month_netcdf_only,2006-07,1
month_netcdf_only,2006-08,1
month_netcdf_only,2006-09,1
month_netcdf_only,2006-10,1
month_netcdf_only,2006-11,1
month_netcdf_only,2006-12,1
month_netcdf_only,2007-01,1
month_netcdf_only,2007-02,1
month_netcdf_only,2007-03,1
month_netcdf_only,2007-04,1
month_netcdf_only,2007-05,1
month_netcdf_only,2007-06,1
month_netcdf_only,2007-07,1
month_netcdf_only,2007-08,1
month_netcdf_only,2007-09,1
month_netcdf_only,2007-10,1
month_netcdf_only,2007-11,1
month_netcdf_only,2007-12,1
month_netcdf_only,2008-01,1
month_netcdf_only,2008-02,1
month_netcdf_only,2008-03,1
month_netcdf_only,2008-04,1
month_netcdf_only,2008-05,1
month_netcdf_only,2008-06,1
month_netcdf_only,2008-07,1
month_netcdf_only,2008-08,1
month_netcdf_only,2008-09,1
month_netcdf_only,2008-10,1
month_netcdf_only,2008-11,1
month_netcdf_only,2008-12,1
month_netcdf_only,2009-01,1
month_netcdf_only,2009-02,1
month_netcdf_only,2009-03,1
month_netcdf_only,2009-04,1
month_netcdf_only,2009-05,1
month_netcdf_only,2009-06,1
month_netcdf_only,2009-07,1
month_netcdf_only,2009-08,1
month_netcdf_only,2009-09,1
month_netcdf_only,2009-10,1
month_netcdf_only,2009-11,1
month_netcdf_only,2009-12,1
month_netcdf_only,2010-01,1
month_netcdf_only,2010-02,1
month_netcdf_only,2010-03,1
month_netcdf_only,2010-04,1
month_netcdf_only,2010-05,1
month_netcdf_only,2010-06,1
month_netcdf_only,2010-07,1
month_netcdf_only,2010-08,1
month_netcdf_only,2010-09,1
month_netcdf_only,2010-10,1
month_netcdf_only,2010-11,1
month_netcdf_only,2010-12,1
month_netcdf_only,2011-01,1
month_netcdf_only,2011-02,1
month_netcdf_only,2011-03,1
month_netcdf_only,2011-04,1
month_netcdf_only,2011-05,1
month_netcdf_only,2011-06,1
month_netcdf_only,2011-07,1
month_netcdf_only,2011-08,1
month_netcdf_only,2011-09,1
month_netcdf_only,2011-10,1
month_netcdf_only,2011-11,1
month_netcdf_only,2011-12,1
month_netcdf_only,2012-01,1
month_netcdf_only,2012-02,1
month_netcdf_only,2012-03,1
month_netcdf_only,2012-04,1
month_netcdf_only,2012-05,1
month_netcdf_only,2012-06,1
month_netcdf_only,2012-07,1
month_netcdf_only,2012-08,1
month_netcdf_only,2012-09,1
month_netcdf_only,2012-10,1
month_netcdf_only,2012-11,1
month_netcdf_only,2012-12,1
month_netcdf_only,2013-01,1
month_netcdf_only,2013-02,1
month_netcdf_only,2013-03,1
month_netcdf_only,2013-04,1
month_netcdf_only,2013-05,1
month_netcdf_only,2013-06,1
month_netcdf_only,2013-07,1
month_netcdf_only,2013-08,1
month_netcdf_only,2013-09,1
month_netcdf_only,2013-10,1
month_netcdf_only,2013-11,1
month_netcdf_only,2013-12,1
month_netcdf_only,2014-01,1
month_netcdf_only,2014-02,1
month_netcdf_only,2014-03,1
month_netcdf_only,2014-04,1
month_netcdf_only,2014-05,1
month_netcdf_only,2014-06,1
month_netcdf_only,2014-07,1
month_netcdf_only,2014-08,1
month_netcdf_only,2014-09,1
month_netcdf_only,2014-10,1
month_netcdf_only,2014-11,1
month_netcdf_only,2014-12,1
month_kerchunk_only,1950-02,1
month_kerchunk_only,1950-03,1
month_kerchunk_only,1950-04,1
month_kerchunk_only,1950-05,1
month_kerchunk_only,1950-06,1
month_kerchunk_only,1950-07,1
month_kerchunk_only,1950-08,1
month_kerchunk_only,1950-09,1
month_kerchunk_only,1950-10,1
month_kerchunk_only,1950-11,1
month_kerchunk_only,1950-12,1
month_kerchunk_only,1951-01,1
month_kerchunk_only,1951-02,1
month_kerchunk_only,1951-03,1
month_kerchunk_only,1951-04,1
month_kerchunk_only,1951-05,1
month_kerchunk_only,1951-06,1
month_kerchunk_only,1951-07,1
month_kerchunk_only,1951-08,1
month_kerchunk_only,1951-09,1
month_kerchunk_only,1951-10,1
month_kerchunk_only,1951-11,1
month_kerchunk_only,1951-12,1
month_kerchunk_only,1952-01,1
month_kerchunk_only,1952-02,1
month_kerchunk_only,1954-02,1
month_kerchunk_only,1954-03,1
month_kerchunk_only,1954-04,1
month_kerchunk_only,1954-05,1
month_kerchunk_only,1954-06,1
month_kerchunk_only,1954-07,1
month_kerchunk_only,1954-08,1
month_kerchunk_only,1954-09,1
month_kerchunk_only,1954-10,1
month_kerchunk_only,1954-11,1
month_kerchunk_only,1954-12,1
month_kerchunk_only,1955-01,1
month_kerchunk_only,1955-02,1
month_kerchunk_only,1955-03,1
month_kerchunk_only,1955-04,1
month_kerchunk_only,1955-05,1
month_kerchunk_only,1955-06,1
month_kerchunk_only,1955-07,1
month_kerchunk_only,1955-08,1
month_kerchunk_only,1955-09,1
month_kerchunk_only,1955-10,1
month_kerchunk_only,1955-11,1
month_kerchunk_only,1955-12,1
month_kerchunk_only,1956-01,1
month_kerchunk_only,1956-02,1
month_kerchunk_only,1958-02,1
month_kerchunk_only,1958-03,1
month_kerchunk_only,1958-04,1
month_kerchunk_only,1958-05,1
month_kerchunk_only,1958-06,1
month_kerchunk_only,1958-07,1
month_kerchunk_only,1958-08,1
month_kerchunk_only,1958-09,1
month_kerchunk_only,1958-10,1
month_kerchunk_only,1958-11,1
month_kerchunk_only,1958-12,1
month_kerchunk_only,1959-01,1
month_kerchunk_only,1959-02,1
month_kerchunk_only,1959-03,1
month_kerchunk_only,1959-04,1
month_kerchunk_only,1959-05,1
month_kerchunk_only,1959-06,1
month_kerchunk_only,1959-07,1
month_kerchunk_only,1959-08,1
month_kerchunk_only,1959-09,1
month_kerchunk_only,1959-10,1
month_kerchunk_only,1959-11,1
month_kerchunk_only,1959-12,1
month_kerchunk_only,1960-01,1
month_kerchunk_only,1960-02,1
month_kerchunk_only,1962-02,1
month_kerchunk_only,1962-03,1
month_kerchunk_only,1962-04,1
month_kerchunk_only,1962-05,1
month_kerchunk_only,1962-06,1
month_kerchunk_only,1962-07,1
month_kerchunk_only,1962-08,1
month_kerchunk_only,1962-09,1
month_kerchunk_only,1962-10,1
month_kerchunk_only,1962-11,1
month_kerchunk_only,1962-12,1
month_kerchunk_only,1963-01,1
month_kerchunk_only,1963-02,1
month_kerchunk_only,1963-03,1
month_kerchunk_only,1963-04,1
month_kerchunk_only,1963-05,1
month_kerchunk_only,1963-06,1
month_kerchunk_only,1963-07,1
month_kerchunk_only,1963-08,1
month_kerchunk_only,1963-09,1
month_kerchunk_only,1963-10,1
month_kerchunk_only,1963-11,1
month_kerchunk_only,1963-12,1
month_kerchunk_only,1964-01,1
month_kerchunk_only,1964-02,1
month_kerchunk_only,1966-02,1
month_kerchunk_only,1966-03,1
month_kerchunk_only,1966-04,1
month_kerchunk_only,1966-05,1
month_kerchunk_only,1966-06,1
month_kerchunk_only,1966-07,1
month_kerchunk_only,1966-08,1
month_kerchunk_only,1966-09,1
month_kerchunk_only,1966-10,1
month_kerchunk_only,1966-11,1
month_kerchunk_only,1966-12,1
month_kerchunk_only,1967-01,1
month_kerchunk_only,1967-02,1
month_kerchunk_only,1967-03,1
month_kerchunk_only,1967-04,1
month_kerchunk_only,1967-05,1
month_kerchunk_only,1967-06,1
month_kerchunk_only,1967-07,1
month_kerchunk_only,1967-08,1
month_kerchunk_only,1967-09,1
month_kerchunk_only,1967-10,1
month_kerchunk_only,1967-11,1
month_kerchunk_only,1967-12,1
month_kerchunk_only,1968-01,1
month_kerchunk_only,1968-02,1
month_kerchunk_only,1970-02,1
month_kerchunk_only,1970-03,1
month_kerchunk_only,1970-04,1
month_kerchunk_only,1970-05,1
month_kerchunk_only,1970-06,1
month_kerchunk_only,1970-07,1
month_kerchunk_only,1970-08,1
month_kerchunk_only,1970-09,1
month_kerchunk_only,1970-10,1
month_kerchunk_only,1970-11,1
month_kerchunk_only,1970-12,1
month_kerchunk_only,1971-01,1
month_kerchunk_only,1971-02,1
month_kerchunk_only,1971-03,1
month_kerchunk_only,1971-04,1
month_kerchunk_only,1971-05,1
month_kerchunk_only,1971-06,1
month_kerchunk_only,1971-07,1
month_kerchunk_only,1971-08,1
month_kerchunk_only,1971-09,1
month_kerchunk_only,1971-10,1
month_kerchunk_only,1971-11,1
month_kerchunk_only,1971-12,1
month_kerchunk_only,1972-01,1
month_kerchunk_only,1972-02,1
month_kerchunk_only,1974-02,1
month_kerchunk_only,1974-03,1
month_kerchunk_only,1974-04,1
month_kerchunk_only,1974-05,1
month_kerchunk_only,1974-06,1
month_kerchunk_only,1974-07,1
month_kerchunk_only,1974-08,1
month_kerchunk_only,1974-09,1
month_kerchunk_only,1974-10,1
month_kerchunk_only,1974-11,1
month_kerchunk_only,1974-12,1
month_kerchunk_only,1975-01,1
month_kerchunk_only,1975-02,1
month_kerchunk_only,1975-03,1
month_kerchunk_only,1975-04,1
month_kerchunk_only,1975-05,1
month_kerchunk_only,1975-06,1
month_kerchunk_only,1975-07,1
month_kerchunk_only,1975-08,1
month_kerchunk_only,1975-09,1
month_kerchunk_only,1975-10,1
month_kerchunk_only,1975-11,1
month_kerchunk_only,1975-12,1
month_kerchunk_only,1976-01,1
month_kerchunk_only,1976-02,1
month_kerchunk_only,1978-02,1
month_kerchunk_only,1978-03,1
month_kerchunk_only,1978-04,1
month_kerchunk_only,1978-05,1
month_kerchunk_only,1978-06,1
month_kerchunk_only,1978-07,1
month_kerchunk_only,1978-08,1
month_kerchunk_only,1978-09,1
month_kerchunk_only,1978-10,1
month_kerchunk_only,1978-11,1
month_kerchunk_only,1978-12,1
month_kerchunk_only,1979-01,1
month_kerchunk_only,1979-02,1
month_kerchunk_only,1979-03,1
month_kerchunk_only,1979-04,1
month_kerchunk_only,1979-05,1
month_kerchunk_only,1979-06,1
month_kerchunk_only,1979-07,1
month_kerchunk_only,1979-08,1
month_kerchunk_only,1979-09,1
month_kerchunk_only,1979-10,1
month_kerchunk_only,1979-11,1
month_kerchunk_only,1979-12,1
