frequency,json,num_netcdf_files,timesteps,dims,kerchunk_time,netcdf_time
AERhr,/global/cfs/projectdirs/m4931/kerchunk/tas/historical/hr-misc/CMIP6.CMIP.CNRM-CERFACS.CNRM-CM6-1.historical.r3i1p1f2.AERhr.tas.gr.v20190125.kerchunk.json,33,1446360,"{'time': 1446360, 'lat': 128, 'lon': 256, 'axis_nbounds': 2}",18.039674893021584,262.07441794802435
AERhr,/global/cfs/projectdirs/m4931/kerchunk/tas/historical/hr-misc/CMIP6.CMIP.CNRM-CERFACS.CNRM-ESM2-1.historical.r3i1p1f2.AERhr.tas.gr.v20190125.kerchunk.json,33,1446360,"{'time': 1446360, 'lat': 128, 'lon': 256, 'axis_nbounds': 2}",17.848181637993548,534.0404312509927
AERhr,/global/cfs/projectdirs/m4931/kerchunk/tas/historical/hr-misc/CMIP6.CMIP.CNRM-CERFACS.CNRM-CM6-1.historical.r5i1p1f2.AERhr.tas.gr.v20190125.kerchunk.json,33,1446360,"{'time': 1446360, 'lat': 128, 'lon': 256, 'axis_nbounds': 2}",19.064829235023353,251.5635589750018
AERhr,/global/cfs/projectdirs/m4931/kerchunk/tas/historical/hr-misc/CMIP6.CMIP.CNRM-CERFACS.CNRM-ESM2-1.historical.r2i1p1f2.AERhr.tas.gr.v20190125.kerchunk.json,33,1446360,"{'time': 1446360, 'lat': 128, 'lon': 256, 'axis_nbounds': 2}",18.549400888034143,429.59952429600526
AERhr,/global/cfs/projectdirs/m4931/kerchunk/tas/historical/hr-misc/CMIP6.CMIP.CNRM-CERFACS.CNRM-ESM2-1.historical.r1i1p1f2.AERhr.tas.gr.v20181206.kerchunk.json,33,1446360,"{'time': 1446360, 'lat': 128, 'lon': 256, 'axis_nbounds': 2}",17.961292235006113,256.7459932200145
AERhr,/global/cfs/projectdirs/m4931/kerchunk/tas/historical/hr-misc/CMIP6.CMIP.CNRM-CERFACS.CNRM-CM6-1.historical.r4i1p1f2.AERhr.tas.gr.v20190125.kerchunk.json,33,1446360,"{'time': 1446360, 'lat': 128, 'lon': 256, 'axis_nbounds': 2}",18.505699124012608,254.45235995796975
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/hist-1950/hr-misc/CMIP6.HighResMIP.CNRM-CERFACS.CNRM-CM6-1.hist-1950.r1i1p1f2.3hr.pr.gr.v20190401.kerchunk.json,7,189928,"{'time': 189928, 'lat': 128, 'lon': 256, 'axis_nbounds': 2}",4.07367804297246,28.071928448043764
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highres-future/hr-misc/CMIP6.HighResMIP.CNRM-CERFACS.CNRM-CM6-1-HR.highres-future.r3i1p1f2.3hr.pr.gr.v20200612.kerchunk.json,36,105192,"{'time': 105192, 'lat': 360, 'lon': 720, 'axis_nbounds': 2}",1.4405841280240566,63.563733173999935
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/control-1950/hr-misc/CMIP6.HighResMIP.CNRM-CERFACS.CNRM-CM6-1.control-1950.r1i1p1f2.3hr.pr.gr.v20190401.kerchunk.json,10,292200,"{'time': 292200, 'lat': 128, 'lon': 256, 'axis_nbounds': 2}",3.6130652659921907,135.5526599760051
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-future/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P.highresSST-future.r2i1p1f1.3hr.pr.gr.v20191001.kerchunk.json,36,105192,"{'lat': 256, 'bnds': 2, 'lon': 512, 'time': 105192}",6.321281167969573,9.823983324982692
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-future/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P-HR.highresSST-future.r3i1p1f1.3hr.pr.gr.v20190713.kerchunk.json,36,105192,"{'lat': 512, 'bnds': 2, 'lon': 1024, 'time': 105192}",23.94299657898955,17.204864384024404
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-future/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P-HR.highresSST-future.r2i1p1f1.3hr.pr.gr.v20190709.kerchunk.json,3,2928,"{'lat': 512, 'bnds': 2, 'lon': 1024, 'time': 2928}",0.9080580550362356,3.5408670250326395
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highres-future/hr-misc/CMIP6.HighResMIP.CNRM-CERFACS.CNRM-CM6-1.highres-future.r1i1p1f2.3hr.pr.gr.v20190314.kerchunk.json,4,105192,"{'time': 105192, 'lat': 128, 'lon': 256, 'axis_nbounds': 2}",1.4623193590086885,40.77198301901808
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highres-future/hr-misc/CMIP6.HighResMIP.CNRM-CERFACS.CNRM-CM6-1-HR.highres-future.r2i1p1f2.3hr.pr.gr.v20200612.kerchunk.json,36,105192,"{'time': 105192, 'lat': 360, 'lon': 720, 'axis_nbounds': 2}",1.4939644540427253,65.99981317901984
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.IPSL.IPSL-CM6A-LR.highresSST-present.r1i1p1f1.3hr.pr.gr.v20190122.kerchunk.json,1,189928,"{'time': 189928, 'lat': 143, 'lon': 144, 'axis_nbounds': 2}",2.682406823965721,33.62056994700106
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highres-future/hr-misc/CMIP6.HighResMIP.CNRM-CERFACS.CNRM-CM6-1-HR.highres-future.r1i1p1f2.3hr.pr.gr.v20240822.kerchunk.json,36,105192,"{'time': 105192, 'lat': 360, 'lon': 720, 'axis_nbounds': 2}",2.888978637987748,60.75998065597378
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.MIROC.NICAM16-9S.highresSST-present.r1i1p1f1.3hr.pr.gr.v20190830.kerchunk.json,11,32144,"{'lat': 1280, 'bnds': 2, 'lon': 2560, 'time': 32144}",1.617210318974685,38.32323121698573
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P-HR.highresSST-present.r3i1p1f1.3hr.pr.gr.v20190509.kerchunk.json,65,189928,"{'lat': 512, 'bnds': 2, 'lon': 1024, 'time': 189928}",43.99320786300814,27.50372504297411
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/control-1950/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P-HR.control-1950.r1i1p2f1.3hr.pr.gr.v20181119.kerchunk.json,100,292200,"{'lat': 512, 'bnds': 2, 'lon': 1024, 'time': 292200}",69.23989796300884,49.70761391398264
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/spinup-1950/hr-misc/CMIP6.HighResMIP.CNRM-CERFACS.CNRM-CM6-1.spinup-1950.r1i1p1f2.3hr.pr.gr.v20190401.kerchunk.json,3,87656,"{'time': 87656, 'lat': 128, 'lon': 256, 'axis_nbounds': 2}",1.3035738610196859,50.902074006036855
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/hist-1950/hr-misc/CMIP6.HighResMIP.CNRM-CERFACS.CNRM-CM6-1-HR.hist-1950.r2i1p1f2.3hr.pr.gr.v20200615.kerchunk.json,65,189928,"{'time': 189928, 'lat': 360, 'lon': 720, 'axis_nbounds': 2}",6.444876484980341,106.6352586330031
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-future/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P-HR.highresSST-future.r1i1p1f1.3hr.pr.gr.v20190514.kerchunk.json,35,102272,"{'lat': 512, 'bnds': 2, 'lon': 1024, 'time': 102272}",24.31220399402082,19.408206597028766
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/hist-1950/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P-HR.hist-1950.r2i1p2f1.3hr.pr.gr.v20190625.kerchunk.json,65,189928,"{'lat': 512, 'bnds': 2, 'lon': 1024, 'time': 189928}",45.85408604005352,27.75982756598387
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-future/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P.highresSST-future.r1i1p1f1.3hr.pr.gr.v20190612.kerchunk.json,35,102272,"{'lat': 256, 'bnds': 2, 'lon': 512, 'time': 102272}",8.45086538902251,8.204982056980953
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-future/hr-misc/CMIP6.HighResMIP.MIROC.NICAM16-7S.highresSST-future.r1i1p1f1.3hr.pr.gr.v20210122.kerchunk.json,36,105192,"{'lat': 320, 'bnds': 2, 'lon': 640, 'time': 105192}",1.4216482680058107,92.54970966395922
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/control-1950/hr-misc/CMIP6.HighResMIP.CNRM-CERFACS.CNRM-CM6-1-HR.control-1950.r1i1p1f2.3hr.pr.gr.v20190221.kerchunk.json,100,292200,"{'time': 292200, 'lat': 360, 'lon': 720, 'axis_nbounds': 2}",6.650272556988057,163.63481606601272
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/hist-1950/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P.hist-1950.r2i1p2f1.3hr.pr.gr.v20190812.kerchunk.json,65,189928,"{'lat': 256, 'bnds': 2, 'lon': 512, 'time': 189928}",10.260562126990408,19.98860710998997
3hr,/global/cfs/projectdirs/m4931/kerchunk/tas/piControl/hr-misc/CMIP6.CMIP.IPSL.IPSL-CM6A-LR.piControl.r1i1p1f1.3hr.tas.gr.v20180802.kerchunk.json,5,1402528,"{'time': 1402528, 'lat': 143, 'lon': 144, 'axis_nbounds': 2}",18.83708474697778,247.6438647340401
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.CNRM-CERFACS.CNRM-CM6-1.highresSST-present.r1i1p1f2.3hr.pr.gr.v20190214.kerchunk.json,7,189928,"{'time': 189928, 'lat': 128, 'lon': 256, 'axis_nbounds': 2}",3.2709364559850655,71.71910359401954
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-future/hr-misc/CMIP6.HighResMIP.MIROC.NICAM16-8S.highresSST-future.r1i1p1f1.3hr.pr.gr.v20210122.kerchunk.json,36,105192,"{'lat': 640, 'bnds': 2, 'lon': 1280, 'time': 105192}",2.3451600690023042,112.99479338398669
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3.highresSST-present.r1i1p1f1.3hr.pr.gr.v20170911.kerchunk.json,792,192847,"{'time': 192847, 'j': 256, 'i': 512, 'bnds': 2, 'vertices': 4}",2.403309800021816,227.55256658699363
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.MIROC.NICAM16-8S.highresSST-present.r1i1p1f1.3hr.pr.gr.v20190830.kerchunk.json,65,189928,"{'lat': 640, 'bnds': 2, 'lon': 1280, 'time': 189928}",2.685642790980637,206.7467582889949
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.IPSL.IPSL-CM6A-ATM-ICO-LR.highresSST-present.r1i1p1f1.3hr.pr.gr.v20220721.kerchunk.json,3,189928,"{'time': 189928, 'lat': 143, 'lon': 144, 'axis_nbounds': 2}",2.8247339579975232,34.03414312796667
3hr,/global/cfs/projectdirs/m4931/kerchunk/tas/historical/hr-misc/CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3-AerChem.historical.r1i1p1f1.3hr.tas.gr.v20200624.kerchunk.json,165,482120,"{'lat': 256, 'bnds': 2, 'lon': 512, 'time': 482120}",4.564630253997166,116.69621689798078
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.IPSL.IPSL-CM6A-ATM-ICO-HR.highresSST-present.r1i1p1f1.3hr.pr.gr.v20220721.kerchunk.json,7,189928,"{'time': 189928, 'lat': 360, 'lon': 720, 'axis_nbounds': 2}",2.8805654069874436,196.63233785901684
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-future/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P.highresSST-future.r3i1p1f1.3hr.pr.gr.v20190713.kerchunk.json,36,105192,"{'lat': 256, 'bnds': 2, 'lon': 512, 'time': 105192}",6.153640265983995,9.829246409994084
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/hist-1950/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P-HR.hist-1950.r1i1p2f1.3hr.pr.gr.v20181212.kerchunk.json,65,189927,"{'lat': 512, 'bnds': 2, 'lon': 1024, 'time': 189927}",42.9130355839734,30.000441544980276
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P.highresSST-present.r2i1p1f1.3hr.pr.gr.v20190930.kerchunk.json,65,189928,"{'lat': 256, 'bnds': 2, 'lon': 512, 'time': 189928}",16.16091365396278,15.438635796948802
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.IPSL.IPSL-CM6A-ATM-ICO-VHR.highresSST-present.r1i1p1f1.3hr.pr.gr.v20220721.kerchunk.json,33,189928,"{'time': 189928, 'lat': 720, 'lon': 1440, 'axis_nbounds': 2}",5.188433461007662,153.40465564501937
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highres-future/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P.highres-future.r1i1p2f1.3hr.pr.gr.v20190421.kerchunk.json,36,105192,"{'lat': 256, 'bnds': 2, 'lon': 512, 'time': 105192}",6.5997853970038705,14.574673747993074
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P-HR.highresSST-present.r2i1p1f1.3hr.pr.gr.v20190514.kerchunk.json,3,2928,"{'lat': 512, 'bnds': 2, 'lon': 1024, 'time': 2928}",0.8643710420001298,0.9626737130456604
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/hist-1950/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P.hist-1950.r1i1p2f1.3hr.pr.gr.v20190314.kerchunk.json,65,189928,"{'lat': 256, 'bnds': 2, 'lon': 512, 'time': 189928}",12.691190959012602,16.99767041497398
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/control-1950/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P.control-1950.r2i1p2f1.3hr.pr.gr.v20190815.kerchunk.json,100,292200,"{'lat': 256, 'bnds': 2, 'lon': 512, 'time': 292200}",17.031838686030824,25.643259837990627
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.MIROC.NICAM16-7S.highresSST-present.r1i1p1f1.3hr.pr.gr.v20190325.kerchunk.json,65,189928,"{'lat': 320, 'bnds': 2, 'lon': 640, 'time': 189928}",4.654431280971039,165.87670511601027
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/control-1950/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P-HR.control-1950.r2i1p2f1.3hr.pr.gr.v20190722.kerchunk.json,101,295120,"{'lat': 512, 'bnds': 2, 'lon': 1024, 'time': 295120}",69.83634980599163,50.54112540802453
3hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highres-future/hr-misc/CMIP6.HighResMIP.EC-Earth-Consortium.EC-Earth3P.highres-future.r2i1p2f1.3hr.pr.gr.v20190813.kerchunk.json,36,105192,"{'lat': 256, 'bnds': 2, 'lon': 512, 'time': 105192}",5.41072703700047,8.089786428026855
E1hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highres-future/hr-misc/CMIP6.HighResMIP.CNRM-CERFACS.CNRM-CM6-1.highres-future.r1i1p1f2.E1hr.pr.gr.v20190314.kerchunk.json,8,315576,"{'time': 315576, 'lat': 128, 'lon': 256, 'axis_nbounds': 2}",5.365342414996121,48.35330605501076
E1hr,/global/cfs/projectdirs/m4931/kerchunk/pr/control-1950/hr-misc/CMIP6.HighResMIP.CNRM-CERFACS.CNRM-CM6-1.control-1950.r1i1p1f2.E1hr.pr.gr.v20190401.kerchunk.json,20,876600,"{'time': 876600, 'lat': 128, 'lon': 256, 'axis_nbounds': 2}",10.653144243988208,259.5441461970331
E1hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.IPSL.IPSL-CM6A-LR.highresSST-present.r1i1p1f1.E1hr.pr.gr.v20190122.kerchunk.json,2,569784,"{'time': 569784, 'lat': 143, 'lon': 144, 'axis_nbounds': 2}",7.16697004501475,91.95828063803492
E1hr,/global/cfs/projectdirs/m4931/kerchunk/pr/spinup-1950/hr-misc/CMIP6.HighResMIP.CNRM-CERFACS.CNRM-CM6-1.spinup-1950.r1i1p1f2.E1hr.pr.gr.v20190401.kerchunk.json,6,262968,"{'time': 262968, 'lat': 128, 'lon': 256, 'axis_nbounds': 2}",3.744740180030931,75.55671043199254
E1hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.MIROC.NICAM16-8S.highresSST-present.r1i1p1f1.E1hr.pr.gr.v20190830.kerchunk.json,65,569784,"{'lat': 640, 'bnds': 2, 'lon': 1280, 'time': 569784}",7.280128989019431,570.8387473140028
E1hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.MIROC.NICAM16-7S.highresSST-present.r1i1p1f1.E1hr.pr.gr.v20190325.kerchunk.json,65,569784,"{'lat': 320, 'bnds': 2, 'lon': 640, 'time': 569784}",6.700069139013067,393.0337224630057
E1hr,/global/cfs/projectdirs/m4931/kerchunk/pr/hist-1950/hr-misc/CMIP6.HighResMIP.CNRM-CERFACS.CNRM-CM6-1.hist-1950.r1i1p1f2.E1hr.pr.gr.v20190401.kerchunk.json,13,569784,"{'time': 569784, 'lat': 128, 'lon': 256, 'axis_nbounds': 2}",7.291683938994538,163.10749789897818
E1hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.CNRM-CERFACS.CNRM-CM6-1.highresSST-present.r1i1p1f2.E1hr.pr.gr.v20190214.kerchunk.json,13,569784,"{'time': 569784, 'lat': 128, 'lon': 256, 'axis_nbounds': 2}",7.135062881978229,165.4436988790403
E1hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.IPSL.IPSL-CM6A-ATM-HR.highresSST-present.r1i1p1f1.E1hr.pr.gr.v20190122.kerchunk.json,13,569784,"{'time': 569784, 'lat': 361, 'lon': 512, 'axis_nbounds': 2}",7.0559591469937,310.3946733069606
E1hr,/global/cfs/projectdirs/m4931/kerchunk/pr/highresSST-present/hr-misc/CMIP6.HighResMIP.MIROC.NICAM16-9S.highresSST-present.r1i1p1f1.E1hr.pr.gr.v20190830.kerchunk.json,11,96432,"{'lat': 1280, 'bnds': 2, 'lon': 2560, 'time': 96432}",2.9611281120451167,103.1808055829606
