freq,n,sample_size_target,coverage,sampling,mean_netcdf_files,median_netcdf_files,kerchunk_median,netcdf_median,kerchunk_mean,netcdf_mean
Amon,40,40,1.0,random,60,55,0.6019508424797095,15.84299946099054,0.9492208429030142,16.326109855073447
day,40,40,1.0,random,13,4,0.9204030759865418,11.376195550517878,1.1070702318000258,13.865418226510519
AERhr,9,40,0.225,exhaustive,33,33,18.37503721995745,254.45235995796975,18.25263609900786,301.49507183489106
3hr,40,40,1.0,random,61,36,4.921432370989351,39.547607118001906,12.392312950873748,69.22267733855115
E1hr,10,40,0.25,exhaustive,21,13,7.0955110144859646,164.27559838900925,6.535422909207409,218.14115887670195
