dataset_id,variable,netcdf_dir,netcdf_file_count,kerchunk_path,open_kerchunk,load_kerchunk,temporal_build_kerchunk,temporal_compute_kerchunk,temporal_graph_tasks_kerchunk,spatial_build_kerchunk,spatial_compute_kerchunk,total_open_load_kerchunk,total_open_temporal_kerchunk,total_open_spatial_kerchunk,open_netcdf,load_netcdf,temporal_build_netcdf,temporal_compute_netcdf,temporal_graph_tasks_netcdf,spatial_build_netcdf,spatial_compute_netcdf,total_open_load_netcdf,total_open_temporal_netcdf,total_open_spatial_netcdf,open_ratio_kerchunk_to_netcdf,load_ratio_kerchunk_to_netcdf,temporal_build_ratio_kerchunk_to_netcdf,temporal_compute_ratio_kerchunk_to_netcdf,spatial_build_ratio_kerchunk_to_netcdf,spatial_compute_ratio_kerchunk_to_netcdf,total_open_load_ratio_kerchunk_to_netcdf,total_open_temporal_ratio_kerchunk_to_netcdf,total_open_spatial_ratio_kerchunk_to_netcdf
CMIP6.CMIP.MPI-M.MPI-ESM1-2-LR.esm-piControl.r1i1p1f1.Amon.ta.gn.v20190815,ta,/global/cfs/projectdirs/m4931/gsharing/css03_data/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/esm-piControl/r1i1p1f1/Amon/ta/gn/v20190815,25,/global/cfs/projectdirs/m4931/kerchunk/ta/esm-piControl/mon/CMIP6.CMIP.MPI-M.MPI-ESM1-2-LR.esm-piControl.r1i1p1f1.Amon.ta.gn.v20190815.kerchunk.json,1.1982404533308,3.2214187072589993,0.4538310599047691,4.811930444277823,,0.8559249722864479,4.952415970340371,4.4196591605897995,6.464001957513392,7.006581395957619,18.052363034524024,2.1788346922490747,0.4945249570067972,5.245090910373255,,4.637973689101637,5.803020257595927,20.2311977267731,23.791978901904077,28.493356981221588,0.06637582299000078,1.4785053307250815,0.9177111356556494,0.9174160231925117,0.18454718151974647,0.8534204173865931,0.21845761285507145,0.27168828554215285,0.2459022782248955
