,kfile,freq,variable,ntimesteps,size_gb,open_kerchunk,open_xcdat,load_kerchunk,load_xcdat,chunk_kerchunk,chunk_xcdat,temporal_kerchunk,temporal_xcdat,spatial_kerchunk,spatial_xcdat,total_kerchunk,total_xcdat
0,/global/cfs/projectdirs/m4931/sasha-tmp/kerchunk/ta/historical/mon/CMIP6.CMIP.MPI-M.MPI-ESM1-2-LR.historical.r24i1p1f1.Amon.ta.gn.v20210901.kerchunk.json,mon,ta,1980,2.77364736,1.6536908149719238,6.487390756607056,0.2914445400238037,3.506859064102173,2.685269832611084,0.45760059356689453,3.411134719848633,2.3414885997772217,3.7187564373016357,1.5942580699920654,11.76029634475708,14.38759708404541
1,/global/cfs/projectdirs/m4931/sasha-tmp/kerchunk/tas/historical/mon/CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3.historical.r113i1p1f1.Amon.tas.gr.v20200412.kerchunk.json,mon,tas,540,0.28311552,0.3511829376220703,20.11182403564453,0.28598618507385254,4.282770156860352,1.366204023361206,0.2619447708129883,1.4477334022521973,1.2296967506408691,2.9025731086730957,1.4529869556427002,6.353679656982422,27.33922266960144
2,/global/cfs/projectdirs/m4931/sasha-tmp/kerchunk/tas/historical/day/CMIP6.CMIP.NCAR.CESM2-WACCM.historical.r2i1p1f1.day.tas.gn.v20190227.kerchunk.json,day,tas,60226,13.321027584,1.0694010257720947,3.0297112464904785,2.5067267417907715,10.798280239105225,22.564210891723633,0.47892022132873535,2.0803401470184326,2.2380800247192383,1.5714216232299805,1.183706521987915,29.792100429534912,17.728698253631592
3,/global/cfs/projectdirs/m4931/sasha-tmp/kerchunk/ta/historical/mon/CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3.historical.r5i1p1f1.Amon.ta.gr.v20201001.kerchunk.json,mon,ta,1980,19.72371456,1.7390973567962646,48.05470609664917,0.056049346923828125,18.96281409263611,2.3151121139526367,0.47564244270324707,3.6180741786956787,2.208596706390381,4.094834089279175,1.953993797302246,11.823167085647583,71.65575313568115
4,/global/cfs/projectdirs/m4931/sasha-tmp/kerchunk/tas/historical/mon/CMIP6.CMIP.MIROC.MIROC6.historical.r11i1p1f1.Amon.tas.gn.v20200519.kerchunk.json,mon,tas,1980,0.25952256,1.9058666229248047,3.342090368270874,1.3226239681243896,6.39113450050354,16.63680362701416,0.2662997245788574,1.4751250743865967,1.490257978439331,2.478062152862549,1.300243854522705,23.8184814453125,12.790026426315308
5,/global/cfs/projectdirs/m4931/sasha-tmp/kerchunk/tas/historical/day/CMIP6.CMIP.CCCma.CanESM5.historical.r17i1p2f1.day.tas.gn.v20190429.kerchunk.json,day,tas,60225,1.9734528,2.214336633682251,9.055307149887085,18.710352182388306,41.04486799240112,161.2607593536377,0.6993412971496582,2.308039426803589,2.1752047538757324,1.741114854812622,1.1830549240112305,186.23460245132446,54.15777611732483
6,/global/cfs/projectdirs/m4931/sasha-tmp/kerchunk/ta/historical/mon/CMIP6.CMIP.MPI-M.MPI-ESM1-2-LR.historical.r18i1p1f1.CFmon.ta.gn.v20210901.kerchunk.json,mon,ta,1980,6.86112768,0.4279007911682129,5.307002782821655,0.12735986709594727,3.0082359313964844,3.609872579574585,0.4544980525970459,2.1287078857421875,2.332667589187622,1.2942118644714355,1.5984184741973877,7.588052988052368,12.700822830200195
7,/global/cfs/projectdirs/m4931/sasha-tmp/kerchunk/tas/historical/mon/CMIP6.CMIP.IPSL.IPSL-CM6A-LR.historical.r23i1p1f1.Amon.tas.gr.v20180803.kerchunk.json,mon,tas,1980,0.16308864,0.3682878017425537,0.6333208084106445,1.2096424102783203,4.891630411148071,15.66496729850769,0.18076324462890625,0.6958560943603516,1.1499509811401367,0.6173081398010254,0.7705283164978027,18.55606174468994,7.6261937618255615
8,/global/cfs/projectdirs/m4931/sasha-tmp/kerchunk/ta/historical/mon/CMIP6.CMIP.MIROC.MIROC-ES2L.historical.r10i1p1f2.CFmon.ta.gn.v20200318.kerchunk.json,mon,ta,1980,2.5952256,0.40706396102905273,0.6475241184234619,0.38073015213012695,3.2482101917266846,9.656693458557129,0.460007905960083,2.1454215049743652,1.9144845008850098,1.149566650390625,1.4818248748779297,13.739475727081299,7.752051591873169
9,/global/cfs/projectdirs/m4931/sasha-tmp/kerchunk/ta/historical/day/CMIP6.CMIP.NUIST.NESM3.historical.r2i1p1f1.day.ta.gn.v20190812.kerchunk.json,day,ta,12784,7.540310016,0.45348072052001953,3.1382992267608643,0.8113827705383301,5.689919710159302,8.83725357055664,0.46244192123413086,2.108299970626831,2.3997530937194824,1.9105534553527832,1.6618468761444092,14.120970487594604,13.352260828018188
10,/global/cfs/projectdirs/m4931/sasha-tmp/kerchunk/ta/historical/mon/CMIP6.CMIP.MIROC.MIROC-ES2L.historical.r26i1p1f2.Amon.ta.gn.v20210317.kerchunk.json,mon,ta,1980,1.23273216,0.28643059730529785,0.726264238357544,0.8165314197540283,3.84070086479187,7.959304571151733,0.4468538761138916,1.866607904434204,1.7839994430541992,1.1229209899902344,1.0646305084228516,12.051795482635498,7.8624489307403564
11,/global/cfs/projectdirs/m4931/sasha-tmp/kerchunk/ta/historical/mon/CMIP6.CMIP.CCCma.CanESM5.historical.r9i1p2f1.Amon.ta.gn.v20190429.kerchunk.json,mon,ta,1980,1.23273216,0.4776592254638672,0.9221694469451904,0.6406810283660889,6.366025686264038,6.666964292526245,0.44400763511657715,1.8101069927215576,1.8356711864471436,1.3701632022857666,1.1371405124664307,10.965574741363525,10.70501446723938
